emis,name,province,district,circuit,phase,sector,phone,street_address,town_city,email,quintile
500447663,MAPHAMBILI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Mona,Primary,Public,072 787 7347,Maphambeni nongoma nongoma 3950,,sakhile.w.nkosi@gmail.com,Q2
500198468,MAPHOPHOMA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Maphophoma,Primary,Public,,"MAPHOPHOMA ROAD,NONGOMA,3950",,simphiwengcobo06@gamail.com,Q1
500198505,MAPHOVELA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Khanyisa,Secondary,Public,076 660 1887,"EMPITHIMPITHINI TRIBAL AUTHORITY,SEDHAM,VRYHEID,3865",,ndlelabk4@gmail.com,Q1
500198801,MAQHINGENDODA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Ondini,Secondary,Public,072 897 3739,"MKHAZANE RESERVE,ULUNDI,3838",,khumalomzukhona8@gmail.com,Q3
500309357,MAQIYANE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Mashona,Primary,Public,083 632 9619,"MPUNGOSE TRIBAL AUTHORITY,NTENDEKA AREA,ULUNDI,3838",,zunguphumzile@gmail.com,Q2
500198986,MAQULUSINI COMBINED SCHOOL,KwaZulu-Natal,ZULULAND,Dumbe,Combined,Public,066 534 4107,"213 D SECTION,ABAQUHUSINI AREA,VRYHEID,3100",,maqulusiniprimary@gmail.com,Q2
500449994,MARTHA BEYERS ACADEMY,KwaZulu-Natal,ZULULAND,Mahlombe,Combined,Independent,061 432 3321,EBHUNGE AREA  NONGOMA 3950,,info@marthabeyers.co.za,
500200540,MASHIYANE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Khanyisa,Primary,Public,060 449 4137,"VIA PHANGODE AREA DLABANE,CEZA,ULUNDI,3838",,patrickmsimangomdie@gmail.com,Q1
500200762,MASIBHEKANE HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Mahlombe,Secondary,Public,083 435 9554,"MASUNDWINI AREA,NONGOMA,3950",,masibhekanehighschool@outlook.com,Q2
500200836,MASIBUMBANE HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Ondini,Secondary,Public,035 879 1239,"A335 UMFOLOZI STREET,ULUNDI,3838",,masibumbanereception@gmail.com,Q4
500200910,MASIHLANGANE SENIOR PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Msebe,Primary,Public,076 874 9747,"MNGAMUNDE BHANGANOMA AREA,NONGOMA,3950",,masihlanganeprimaryschool@gmail.com,Q1
500326118,MASIPHULA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Ncotshane,Secondary,Public,063 793 7248,"EMAGENGENI AREA,PONGOLA,3170",,bhekieshmaelsithole@gmail.com,Q2
500201058,MASITHOKOZE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ncotshane,Primary,Public,066 296 4870,"MAGENGNI AREA,PONGOLA,3170",,asjndwandwe@gmail.com,Q2
500326969,MASOKANENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Maphophoma,Primary,Public,072 397 9741,"MASOKANENI AREA,MAYE AREA,NONGOMA,3950",,MASOKANENI-PS@kznschools.gov.za,Q1
500321678,MATHANGETSHITSHI HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Nhlophenkulu,Secondary,Public,082 690 9723,"KWAMGILIYI BUS STOP,MAHHASHINI,NONGOMA,3950",,mathangetshjitshihighschool@gmail.com,Q2
500201798,MATHOLE HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Khanyisa,Secondary,Public,060 551 8167,"BUTHELEZI TRIBAL AUTHORITY,IDLEBE AREA,MAHLABATHINI,3865",,matholehigh340@gmail.com,Q1
500201946,MATHUNJWA SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Ngotshe,Secondary,Public,083 663 7918,"MOUNTAIN FARM,NGOME,VRYHEID,3100",,thulanih12@gmail.com,Q1
500201983,MATIMANE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Msebe,Primary,Public,073 824 3153,"VUNGAMA AREA,NONGOMA,3950",,chaukempumelelo42@gmail.com,Q1
500202279,MATSHEKAZI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Dumbe,Primary,Public,034 983 2865,"213 D UITZICHT ROAD,VRYHEID EAST,VRYHEID,3100",,dumisani2210@gmail.com,Q1
500202390,MATSHITSHOLO HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Makhosini,Secondary,Public,073 648 1850,"573 P GOJE AREA,ULUNDI,MELMOTH,3837",,nananhleko05@gmail.com,Q2
500202760,MAWANA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Umfolozi,Primary,Public,078 619 6598,"244 P NHLAZTSHE ROAD,NHLAZTSHE,VRYHEID,3116",,bcnkabinde79@gmail.com,Q1
500445258,MAWEZULU PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Mahlombe,Primary,Public,076 353 5907,ESIZINDA AREA NONGOMA NONGOMA 3950,,londolozaq@gmail.com,Q2
500203167,MAYIME PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ngotshe,Primary,Public,078 931 5292,"SAPIKOE,VRYHEID,3111",,MAYIME-PS@kznschool.gov.za,Q2
500309172,MAZONKE HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Okhukho,Secondary,Public,076 955 7694,"NCEMANENI RESERVE,ULUNDI,3838",,Londiwedube6@gmail.com,Q1
500445221,MBANDLENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Mona,Primary,Public,083 505 6268,KOMBUZI AREA NONGOMA NONGOMA 3950,,hlongwainnocentia@gmail.com,Q1
500342953,MBANGOMUNI   PRIMARY  SCHOOL,KwaZulu-Natal,ZULULAND,Msebe,Primary,Public,079 398 6396,"NONGOMA,3950",,MBANGOMUNI-PS@kznschools.gov.za,Q1
500204314,MBHASOBHENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ondini,Primary,Public,083 292 4928,"337 CHIEF E T XOLO C,ULUNDI,VRYHEID,3838",,ntombi17.mbatha@gmail.com,Q3
500204129,MBHEKWA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Ncotshane,Secondary,Public,076 323 1694,"SIMELANE TRIBAL AUTHORITY,EMADANYINI,PONGOLA,3170",,mbhekwahighschool@gmail.com,Q3
500204425,MBILANA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Umfolozi,Primary,Public,083 489 6018,"RIETVLEI FARM,ENYATHI,VRYHEID,3100",,MBILANA-PS@kznschools.gov.za,Q1
500333925,MBIZENI COMBINED SCHOOL,KwaZulu-Natal,ZULULAND,Dumbe,Primary,Public,076 734 7097,"EMBIZENI AREA,BILANYONI,PAUL PIETERSBURG,3180",,MBIZENI-CS@kznschools.gov.za,Q2
500204647,MBOLOBA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ncotshane,Primary,Public,079 263 5835,"MBOLOBA AREA,MBOLOBA,PONGOLA,3170",,nkosingiphile@62.co.za,Q1
500205757,MCHITHEKI HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Mona,Secondary,Public,064 528 5733,"BAZINI AREA,KABAZINI RESERVE,NONGOMA,3950",,mthethwax@gmail.com,Q2
500206571,MDUMELA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Ceza,Secondary,Public,072 115 2978,"MDUMELA SEC. SCHOOL,MDUMELA AREA,ULUNDI,3838",,MDUMELA-HS@kznschools.gov.za,Q1
500206682,MDUNA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Buxedene,Primary,Public,063 253 7170,"MDUNA AREA,NONGOMA,3950",,mdunaprimary@gmail.com,Q1
500208088,METZELFONTEIN COMBINED SCHOOL,KwaZulu-Natal,ZULULAND,Emondlo,Combined,Public,071 292 0891,"37 D VAN BESTUUR,VRYHEID EAST,VRYHEID,3100",,METZELFONTEIN-CS@Kznschools.gov.za,Q3
500208162,MEYAMA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Mona,Secondary,Public,071 891 3288,"KWA-MADUMA AREA,NONGOMA,3950",,MEYAMA-HS@Kznschools.gov.za,Q2
500208273,MFABENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Khanyisa,Primary,Public,082 962 9284,"EZIMFABENI RESERVE,MAHLABATHINI,3865",,sbusisoshongwe50@gmail.com,Q1
500208347,MFANAWENDLELA P P SCHOOL,KwaZulu-Natal,ZULULAND,Okhukho,Primary,Public,076 965 1866,"OKHUKHO RESERVE,MAHLABATHINI,3865",,mthembumj12@gmail.com,Q1
500208495,MFEMFE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Khambi,Combined,Public,071 801 2810,"KHAMBI TRIBAL AUTHORITY,VRYHEID EAST,VRYHEID,3100",,MFEMFE-PS@kznschools.gov.za,Q1
500208569,MFENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Tholakele,Primary,Public,071 235 2193,"EMFENI AREA,DLAMINI TRIBAL AUTHORITY,PAUL PIETERSBURG,3170",,MFEN-PS@Kznschools.gov.za,Q1
500208717,MFINYELI HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Buxedene,Secondary,Public,082 572 5526,"MANDLAKAZI TRIBAL AUTHORITY,BOX EDENI,NONGONO,3908",,mbonambironald2@gmail.com,Q2
500208939,MGABHANYONGO PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Maphophoma,Primary,Public,071 513 3031,"HLATHELIDUMAYO AREA,VRYHEID,3950",,nomusavumisa55@gmail.com,Q1
500209309,MGAZINI JUNIOR PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ncotshane,Primary,Public,071 853 8012,"MGAZINI MAIN STREET,NCOTSHANE TOWNSHIP,PONGOLA,3170",,mgazinischool@gmail.com,Q3
500411033,MGOBHOZI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Khambi,Primary,Public,083 966 1465,"MGOBHOZI AREA,VRYHEID,",,delly.ao.mthethwa@gmail.com,Q1
500209753,MGULWANE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Magudu,Primary,Public,071 109 4559,"LLARNWARNE ESTATES,CANDOVA AREA,PONGOLA,3100",,mgulwaneprimary@gmail.com,Q1
500209938,MGXANYINI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Mona,Primary,Public,035 813 7895,"NEAR BHAQALESIZWE,MDUDA AREA,NONGOMA,3950",,thamibzulu@gmail.com,Q1
500210049,MHAWUKELWA PUBLIC PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Okhukho,Primary,Public,079 207 8184,"FROM MAHLABATHINI,KHULANI,ULUNDI,3838",,shomthethwa@gmail.com,Q1
500321715,MHLABAMUNI  PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Mashona,Primary,Public,083 998 5003,"MBATHA TRIBAL AUTHORITY,MPOLWENI,ULUNDI,3838",,egmhlongozulu@gimail.com,Q1
500210271,MHLAMBANSILA SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Ceza,Secondary,Public,081 813 8117,"BUTHELEZI TRIBAL AUTHORITY,CEZA,ULUNDI,3866",,thabopakkies3@gmail.com,Q1
500210493,MHLATHUZE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Makhosini,Combined,Public,071 626 2112,"68 OLD MAIN ROAD,BABANANGO,3950",,yikhokonkokuhle@gmail.com,Q2
500210678,MHONGOZINI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ceza,Primary,Public,082 714 6533,"MHONGOZINI RESERVE,MAHLABATHINI,ULUNDI,3866",,mhongoziniprimary@gmail.com,Q1
500210863,MICHAELIS PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Filidi,Primary,Independent,034 982 2572,"109 MARKET STREET,UTRECHT RURAL,UTRECHT,3100",,office@michaelisps.co.za,
500211196,MINYA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Usuthu,Primary,Public,073 365 2609,"SOSHAMASE AREA,KWAMINYA RESERVE,NONGOMA,3950",,missbeym@gail.com,Q1
500499500,MIRACLE CHRISTIAN SCHOOL,KwaZulu-Natal,ZULULAND,Ondini,Primary,Independent,035 870 0076,UNIT C 1380 ULUNDI ULUNDI 3838,,miraclechristianschool@gmail.com,
500211714,MKHAYA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Magudu,Primary,Public,073 647 9710,"DE JAGER FARM,MKHAYENI AREA,PONGOLA,3170",,mkhayaprimary01@gmail.com,Q1
500211751,MKHAZANE PUBLIC PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ondini,Primary,Public,083 765 2753,"MPUNGOSE TRIBAL AUTHORITY,EMKHAZANE AREA,ULUNDI,3858",,mkhazaneprimary@gmail.com,Q2
500212269,MKHUNJINI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Belgrade,Primary,Public,071 856 5853,"MOZAAN AREA,UPHONGOLO,3170",,emmanuelkusasamntungwa@gmail.com,Q2
500212306,MKHUPHANE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Bivane,Primary,Public,082 488 1528,"DW THIELE ,SCHICKHOEK FARM,PAUL PIETERSBURG,3180",,MKHUPHANE-PS@kznschools.gov.za,Q1
500212787,MLOKOTHWA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Nhlophenkulu,Secondary,Public,035 940 1402,"NHLOPHENKULU AREA,NONGOMA,3950",,mlokothwah@gmail.com,Q3
500212861,MLOMOKAZULU HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Belgrade,Secondary,Public,082 457 0225,"NTSHANGASE TRIBAL AUTHORITY,KWALUBISI,PONGOLA,3170",,dondadumsani@gmail.com,Q3
500213009,MLOVU  PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Khanyisa,Primary,Public,083 757 6980,"DLEBE AREA,ULUNDI,3838",,MLOVU-PS@kznschools.gov.za,Q1
500326266,MNKUNZI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Usuthu,Primary,Public,072 170 1786,"KWA - MPUNZANA AREA,NONGOMA,3950",,qhamuzondo@gmail.com,Q1
500213564,MNQAKWE PUBLIC PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Okhukho,Primary,Public,076 738 5461,"ZUNGU TRIBAL AUTHORITY,MABATHININOKHUKHO,ULUNDI,3838",,busanganimagwaza@gmail.com,Q1
500214008,MNYAMANA MEMORIAL HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Ceza,Secondary,Public,074 749 2806,"NHLONGA,CEZA,ULUNDI,3866",,mnyamanahigh@webmail.co.za,Q1
500214119,MNYAME PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ncotshane,Primary,Public,072 575 4201,"SIMELANE TRIBAL AUTHORITY,EMADANYINI,PONGOLA,3170",,mnyameprimary@gmail.com,Q2
500445332,MONA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Mona,Primary,Public,060 500 6481,P.O. Box 1442  NONGOMA 3950,,bxaba198@gmail.com,Q2
500214489,MONDLO SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Emondlo,Secondary,Public,083 981 8322,"2486B B UNIT,EMONDLO,VRYHEID,3105",,masondose@yahoo.com,Q3
500215044,MORESON PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Magudu,Primary,Public,,"MORESON FARM,LOUWSBURG,3150",,zakhelemagagula@gmail.com,Q1
500494135,MORNING SUN ACADEMY,KwaZulu-Natal,ZULULAND,Filidi,Primary,Independent,034 980 8962,201 Hlobane Street / 39 Park & Small Street  VRYHEID 3100,,morningsunacademy2@gmail.com,
500215414,MOUNT NGWIBI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Umfolozi,Primary,Public,073 732 7522,"ENYATHI NATAL AMMONIUM COLLIERS ROAD,INGWIBI AREA,VRYHEID,3114",,ngwibiprimary@gMail.com,Q1
500216154,MPEMBENI  PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Umfolozi,Primary,Public,074 539 3802,"219 P-SPITZKOP FARM,SWART MFOLOZI,VRYHEID,3115",,MPEMBENI-PS@kznschools.co.za,Q1
500216191,MPEMVAAN PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Bivane,Combined,Public,,"NOOITGEDACHT FARM,VRYHEID EAST,PAUL PIETERSBURG,3100",,carolinezulu477@gmaill.com,Q1
500216672,MPHOTHI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ondini,Primary,Public,,"MABEDLANA ROAD,MPHOTHI,ULUNDI,3838",,myenithabani5@gmail.com,Q1
500216820,MPINDISO HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Belgrade,Secondary,Public,073 866 1511,"SIVULE AREA,PONGOLA,PHONGOLA,3170",,MPINDISO-HS@kznschools.gov.za,Q3
500217005,MPOFINI SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Filidi,Secondary,Public,034 980 9099,"3231 MPOFINI ROAD,BHEKUZULU,VRYHEID,3100",,mpofini1@telkomsa.net,Q3
500217338,MPUCUKO PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Emondlo,Primary,Public,071 877 4273,"ENHLAHLENI RESERVE,EMONDLO,VRYHEID,3105",,MPUCUKO-PS@kznschools.gov.za,Q2
500217449,MPUMALANGA SENIOR PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Usuthu,Primary,Public,,"KWADLAMHLAHLA,NONGOMA,",,kwamusa034@gmail.com,Q2
500217597,MPUNGAMHLOPHE SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Makhosini,Secondary,Public,071 922 6249,"MPUNGAMHLOPHE,ULUNDI,MELMOTH,3835",,m.nmjadu01@gmail.com,Q2
500218004,MQINISENI SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Okhukho,Secondary,Public,060 365 0459,"ZUNGU TRIBAL AUTHORITY,XOLO RESERVE,MAHLABATHINI,3865",,MQINISENI-ss@kznschools.gov.za,Q1
500343138,MQUBULA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Buxedene,Primary,Public,076 627 9154,"BOMBOLO AREA,NONGOMA,3850",,mphazima.nkosi77@gmail.com,Q2
500218078,MQWABE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Bivane,Primary,Public,060 460 8147,"HOLKRANS FARM,FARM SCHOOL,PAUL PIETERSBURG,3100",,MQWABE-PS@kznschools.gov.za,Q1
500218152,MSEBE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Msebe,Primary,Public,078 353 9821,"ESHESHI AREA,MSEBE,NONGOMA,3950",,mluh.amender61@gmail.com,Q2
500218263,MSENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Dumbe,Primary,Public,076 381 7626,"LANGGELAGEN FARM,VRYHEID EAST,VRYHEID,3100",,MSENI-PS@kznschools.gov.za,Q1
500218300,MSENTELI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Msebe,Primary,Public,061 522 8698,"ESIBONELO AREA,KWACISHO,NONGOMA,3950",,bethabethe@gmail.com,Q1
500218337,MSHANELOWESIZWE HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Nhlophenkulu,Secondary,Public,082 227 4224,"MSHANELO RESERVE,NONGOMA,3950",,zezwane@yahoo.com,Q1
500310356,MSHOKOBEZI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Belgrade,Primary,Public,073 228 4560,"ROSENDAL TRUST,PHONGOLA,3170",,Ntombikhonazwane24@gmail.com,Q2
500218892,MTAKAYISE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Mona,Primary,Public,,"ESOUANE,NONGOMA,",,staffwitness5@gmail.com,Q1
500219003,MTHAWENGA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Magudu,Primary,Public,071 225 1895,"MEYERSHOEK FARM,MAGUDU,PONGOLA,3170",,nompumelelothusi0@gmail.com,Q1
500337403,MTHINGANA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Dumbe,Secondary,Public,076 985 3098,"213 D SECTION,MAHLONI AREA,VRYHEID,3100",,MTHINGANA-HS@kznschools.gov.za,Q1
500219188,MTHINTENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Altona,Primary,Public,082 481 8065,"MSIBI TRIBAL AUTHORITY,ORANGEDAAL,PIETRIETIEF,2380",,mthintenischool@gmail.com,Q2
500219410,MTHOMBOWESIZWE HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Nhlophenkulu,Secondary,Public,072 500 2570,NONGOMA,,,Q1
500303437,MTHONJENI INTERMEDIATE SCHOOL,KwaZulu-Natal,ZULULAND,Dumbe,Combined,Public,081 858 5121,"MANGOSUTHU VILLAGE,PAUL PIETERSBURG,3180",,thembagule@gmail.com,Q3
500219632,MTHUNZIWOXOLO SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Okhukho,Secondary,Public,071 696 5048,"OKHUKHO RESERVE,OKHUKLO,ULUNDI,3838",,DOREENKHANYISILE590@GMAIL.COM,Q1
500219706,MTHWADLANA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Buxedene,Primary,Public,082 437 0930,"MAGONSINI AREA,MAGONSINI,NONGOMA,3950",,jabulanimthethwa@gmail.com,Q1
500219891,MTSHEKULA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Altona,Secondary,Public,079 162 5646,"KLIPWAL DIPPING TANK,KLIPWAL,PHONGOLA,3170",,,Q2
500448995,MUSA LSEN SCHOOL,KwaZulu-Natal,ZULULAND,Nhlophenkulu,Special Needs,Public,064 520 9405,"LOCATION LOCATION,NONGOMA,3950",,musalsen12@gmail.com,
500221038,MUZIWENGQONDO  SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Makhosini,Secondary,Public,072 399 5783,"250 P HLUNGULWANE AREA,BABANANGO,ULUNDI,3837",,muziwengqondo@gmail.com,Q2
500221075,MUZIWEPHAHLA SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Emvunyane,Secondary,Public,072 640 6843,"ST PAUL MISSION,THELEZI AREA,NQUTU,3135",,MUZIWEPHAHLA-SS@kznschools.gov.za,Q2
500303474,MUZIWESIZWE HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Dumbe,Secondary,Public,072 461 1942,"1878 D SECTION,MANGOSUTHU VILLAGE,PAULPIETERSBURG,",,MUZIWESIZWE-HS@kznschools.gov.za,Q3
500221223,MUZUYAQOKWA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Maphophoma,Primary,Public,072 346 6388,"MATHENI TRIBAL AUTHORITY,MAYENI AREA,VRYHEID,3950",,zandilemncwango100@gmail.com,Q1
500445517,MVALO SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Okhukho,Secondary,Public,076 212 3460,OKHUKHO AREA Ulundi Mahlabathini 3838,,sandilevk1@gmail.com,Q1
500221482,MVULAZI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Buxedene,Primary,Public,073 338 8840,"MANDLAKAZI AREA,MVULAZI,NONGOMA,3938",,dlaminisifiso518@gmail.com,Q2
500341436,MVULELENI PP SCHOOL,KwaZulu-Natal,ZULULAND,Ceza,Primary,Public,073 415 0747,"ESIZILO RESERVE,CEZA,3866",,mabongi96@gmail.com,Q1
500221704,MVUZINI SENIOR SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Emondlo,Secondary,Public,076 246 4942,"MVUZINI RESERVE,MVUZINI,VRYHEID,3105",,mvuzinisec@gmail.com,Q3
500221741,MWELASE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Khanyisa,Primary,Public,060 570 8208,"BHOBHOBHO RESERVE,IDLEBE AREA,ULUNDI,3838",,mwelaseh2021@gmail.com,Q1
500343286,MYEKENI SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Magudu,Secondary,Public,078 974 6117,"EKHANDOVA AREA,PHONGOLA,3170",,myekenisecondary@gmail.com,Q2
500445295,MZWENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Nhlophenkulu,Primary,Public,079 695 1946,MSHANELO AREA NONGOMA NONGOMA 3950,,ntobekhuzwayo60@gmail.com,Q1
500223184,NARDINI CONVENT SCHOOL,KwaZulu-Natal,ZULULAND,Filidi,Primary,Independent,034 981 6157,"96 LANDDROST STREET,VRYHEID EAST,VRYHEID,3100",,nardcoschool@bundunet.co.za,
500223480,NCECENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Emvunyane,Primary,Public,082 542 4198,"HLAHLINDLELA,BHOBOZANA,VRYHEID,3105",,nceceni@outlook.com,Q2
500223887,NCOTSHANE PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Ncotshane,Primary,Public,076 392 5612,"NZIMANDE,NCOTSHENI,PONGOLA,3170",,ncotshaneprimaryschool@kznschools.gov.za,Q3
500224072,NDABAMBI COMBINED PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Bivane,Combined,Public,076 623 5666,"DRIEHOEK FARM,PAUL PIETERSBURG,3180",,NDABAMBI-CPS@kznschools.gov.za,Q1
500224368,NDABEZITHA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Dumbe,Primary,Public,079 335 6550,"DUMBE FARM,FARM,PAUL PIETERSBURG,3180",,tot24845@gmail.com,Q1
500224812,NDEMA PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Buxedene,Primary,Public,072 585 9751,"MANDLAKAZI TRIBAL AUTHORITY,KWAMATSHEKETSHE,NONGOMA,3950",,tomkhumalo928@gmail.com,Q1
500225478,NDLOVANA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Ondini,Secondary,Public,035 628 0062,"MABEDLANA RESERVE,ULUNDI,3838",,NDLOVANA-HS@kznschools.gov.za,Q2
500444185,NEW LIFE SCHOOL,KwaZulu-Natal,ZULULAND,Nhlophenkulu,Primary,Independent,072 623 2057,EZINCINGWENI AREA,,nulifesch@gmail.com,
500227180,NGADUMBILI  PRIMARY  SCHOOL,KwaZulu-Natal,ZULULAND,Buxedene,Primary,Public,,"MPHOLA AREA,MPHOLA,NONGOMA,3935",,tloulm@gmail.com,Q2
500227254,NGALI SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Emvunyane,Secondary,Public,083 364 2783,"HLAHLINDELA TRIBAL AUTHORITY,ESMASHWINI AREA EMVUNYANI,VRYHEID,3100",,ndlovujvd@gmail.com,Q2
500227291,NGANGAYIPHI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Buxedene,Primary,Public,073 478 2460,"MANDLAKAZI,BOMBOLO AREA,NONGOMA,3950",,suzenphakula02@gmail.com,Q1
500227846,NGEBHUZANA HIGH SCHOOL,KwaZulu-Natal,ZULULAND,Tholakele,Secondary,Public,076 205 6155,"BHADENI,PAULPIETERSBURG,PAUL PIETERSBURG,3180",,ngebhuzana5@gmail.com,Q1
500227920,NGENGENI PRIMARY SCHOOL,KwaZulu-Natal,ZULULAND,Msebe,Primary,Public,072 326 5990,"OHIYENI,NONGOMA,",,jimlojas73@gmail.com,Q1
500227957,NGETHULE C.P. SCHOOL,KwaZulu-Natal,ZULULAND,Nhlophenkulu,Primary,Public,060 575 2645,"WHITE CITY,NONGOMA,3950",,ngethuleprimaryschool@gmail.com,Q3
500445184,NGOBAMAKHOSI SECONDARY SCHOOL,KwaZulu-Natal,ZULULAND,Maphophoma,Secondary,Public,,C/O DENGENI TRADING STORE NONGOMA NONGOMA 3950,,,
500228253,NGOLOTSHA C P SCHOOL,KwaZulu-Natal,ZULULAND,Maphophoma,Primary,Public,079 105 1750,"NGOLOTSHA RESERVE,MAYE AREA,NONGOMA,3950",,mikesibisi7@gmail.com,Q1
